po_number,product_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,unit_cost,total_cost,order_status,delay_days,rush_order,receiving_warehouse
PO-2025-02510,PROD-1014,SUP-09,2025-05-06,2025-05-28,2025-05-26,103,103,421.46,43410.38,Received,-2,0,WH02
PO-2026-02511,PROD-1135,SUP-10,2025-01-27,2025-02-18,2025-02-15,64,64,356.15,22793.6,Received,-3,0,WH01
PO-2025-02512,PROD-1103,SUP-03,2024-07-25,2024-08-30,2024-09-01,133,133,128.45,17083.85,Received,2,0,WH04
PO-2025-02513,PROD-1074,SUP-06,2025-02-20,2025-03-15,2025-03-17,263,263,348.0,91524.0,Received,2,0,WH03
PO-2026-02514,PROD-1006,SUP-20,2024-03-28,2024-04-27,2024-04-28,180,180,88.34,15901.2,Received,1,1,WH03
PO-2026-02515,PROD-1136,SUP-04,2025-05-08,2025-05-25,2025-06-02,254,254,405.13,102903.02,Received,8,0,WH03
PO-2024-02516,PROD-1016,SUP-21,2025-11-24,2025-12-01,2025-12-01,107,107,198.78,21269.46,Received,0,0,WH02
PO-2025-02517,PROD-1120,SUP-08,2025-04-27,2025-05-05,2025-05-07,279,279,42.26,11790.539999999999,Received,2,0,WH02
PO-2025-02518,PROD-1012,SUP-16,2025-11-29,2026-01-02,2025-12-31,125,125,284.71,35588.75,Received,-2,1,WH01
PO-2026-02519,PROD-1215,SUP-08,2025-11-03,2025-11-19,2025-11-27,200,200,97.07,19414.0,Received,8,0,WH01
PO-2026-02520,PROD-1143,SUP-13,2024-09-21,2024-10-01,2024-10-10,124,124,338.49,41972.76,Received,9,1,WH03
PO-2025-02521,PROD-1066,SUP-14,2025-08-02,2025-08-19,2025-08-20,210,171,282.51,59327.1,Received,1,0,WH02
PO-2025-02522,PROD-1099,SUP-13,2025-06-25,2025-07-24,2025-08-03,199,199,110.94,22077.06,Received,10,0,WH03
PO-2026-02523,PROD-1123,SUP-22,2024-12-16,2025-01-01,2025-01-01,158,158,401.96,63509.68,Received,0,1,WH02
PO-2025-02524,PROD-1219,SUP-08,2025-09-14,2025-10-10,2025-10-18,54,54,198.56,10722.24,Received,8,1,WH02
PO-2025-02525,PROD-1202,SUP-16,2024-11-18,2024-11-28,2024-12-02,109,109,23.71,2584.39,Received,4,1,WH01
PO-2024-02526,PROD-1044,SUP-14,2024-06-19,2024-06-26,2024-06-28,54,54,425.32,22967.28,Received,2,0,WH04
PO-2025-02527,PROD-1128,SUP-09,2025-01-12,2025-02-06,2025-02-07,218,218,399.58,87108.44,Received,1,1,WH02
PO-2026-02528,PROD-1045,SUP-02,2024-06-11,2024-06-27,2024-06-28,164,164,225.83,37036.12,Received,1,0,WH02
PO-2026-02529,PROD-1165,SUP-01,2026-01-07,2026-02-07,2026-02-16,154,154,467.95,72064.3,Received,9,0,WH02
PO-2026-02530,PROD-1082,SUP-19,2024-10-30,2024-11-19,2024-11-29,61,61,441.87,26954.07,Received,10,1,WH01
PO-2026-02531,PROD-1090,SUP-06,2025-10-21,2025-11-22,2025-11-26,67,67,177.58,11897.86,Received,4,1,WH02
PO-2024-02532,PROD-1103,SUP-03,2024-08-11,2024-09-18,2024-09-18,288,288,128.45,36993.6,Received,0,1,WH02
PO-2024-02533,PROD-1076,SUP-05,2025-11-07,2025-12-07,2025-12-12,109,109,312.93,34109.37,Received,5,0,WH03
PO-2025-02534,PROD-1062,SUP-08,2025-08-03,2025-08-09,2025-08-06,256,256,220.79,56522.24,Received,-3,0,WH01
PO-2025-02535,PROD-1180,SUP-18,2025-01-03,2025-01-30,2025-02-02,118,118,91.05,10743.9,Received,3,1,WH02
PO-2025-02536,PROD-1182,SUP-15,2025-08-24,2025-09-15,2025-09-22,144,144,372.6,53654.4,Received,7,0,WH04
PO-2025-02537,PROD-1058,SUP-14,2025-12-15,2026-01-02,2026-01-09,296,296,129.52,38337.920000000006,Received,7,1,WH03
PO-2025-02538,PROD-1079,SUP-01,2025-11-07,2025-11-12,2025-11-09,217,217,229.35,49768.95,Received,-3,1,WH04
PO-2024-02539,PROD-1200,SUP-11,2025-06-05,2025-06-22,2025-06-19,191,191,286.86,54790.26,Received,-3,1,WH01
PO-2026-02540,PROD-1163,SUP-21,2025-07-04,2025-07-10,2025-07-07,290,290,444.11,128791.90000000001,Received,-3,1,WH01
PO-2024-02541,PROD-1007,SUP-17,2025-02-13,2025-03-21,2025-03-29,202,202,196.75,39743.5,Received,8,0,WH02
PO-2026-02542,PROD-1216,SUP-14,2026-01-01,2026-01-08,2026-01-10,143,143,135.7,19405.1,Received,2,1,WH04
PO-2024-02543,PROD-1089,SUP-15,2025-03-23,2025-04-10,2025-04-07,160,160,2.26,361.59999999999997,Received,-3,1,WH02
PO-2026-02544,PROD-1128,SUP-09,2025-05-21,2025-06-23,2025-06-29,127,127,399.58,50746.659999999996,Received,6,0,WH04
PO-2026-02545,PROD-1142,SUP-13,2024-02-13,2024-03-16,2024-03-21,241,241,419.18,101022.38,Received,5,0,WH03
PO-2026-02546,PROD-1153,SUP-04,2025-09-12,2025-09-23,2025-10-02,130,130,498.13,64756.9,Received,9,0,WH03
PO-2026-02547,PROD-1070,SUP-11,2024-09-30,2024-10-17,2024-10-25,273,273,270.84,73939.31999999999,Received,8,0,WH03
PO-2025-02548,PROD-1154,SUP-19,2024-02-26,2024-03-08,2024-03-16,182,182,482.78,87865.95999999999,Received,8,0,WH01
PO-2026-02549,PROD-1092,SUP-09,2025-07-22,2025-07-27,2025-07-24,149,149,84.0,12516.0,Received,-3,0,WH04
PO-2026-02550,PROD-1132,SUP-20,2024-03-16,2024-04-11,2024-04-16,59,59,429.46,25338.14,Received,5,1,WH04
PO-2024-02551,PROD-1126,SUP-07,2025-02-18,2025-03-05,2025-03-07,67,67,200.61,13440.87,Received,2,0,WH01
PO-2026-02552,PROD-1154,SUP-19,2024-08-18,2024-08-23,2024-08-23,72,72,482.78,34760.159999999996,Received,0,1,WH04
PO-2025-02553,PROD-1217,SUP-16,2024-02-21,2024-03-06,2024-03-16,123,123,243.67,29971.41,Received,10,1,WH01
PO-2024-02554,PROD-1173,SUP-05,2024-04-30,2024-05-18,2024-05-27,173,90,154.07,26654.11,Received,9,0,WH03
PO-2025-02555,PROD-1184,SUP-19,2025-10-09,2025-10-25,2025-10-22,276,276,155.41,42893.159999999996,Received,-3,0,WH03
PO-2025-02556,PROD-1008,SUP-14,2025-01-30,2025-03-02,2025-03-03,90,90,92.75,8347.5,Received,1,0,WH03
PO-2024-02557,PROD-1099,SUP-13,2025-08-25,2025-09-14,2025-09-19,89,89,110.94,9873.66,Received,5,0,WH01
PO-2025-02558,PROD-1020,SUP-21,2025-06-05,2025-06-23,2025-06-20,218,218,286.08,62365.439999999995,Received,-3,0,WH03
PO-2024-02559,PROD-1044,SUP-14,2025-03-28,2025-04-23,2025-04-26,101,101,425.32,42957.32,Received,3,0,WH04
PO-2024-02560,PROD-1168,SUP-04,2024-05-15,2024-05-27,2024-05-27,294,167,291.18,85606.92,Received,0,1,WH02
PO-2026-02561,PROD-1054,SUP-01,2025-04-02,2025-05-11,2025-05-18,254,254,485.91,123421.14,Received,7,0,WH01
PO-2024-02562,PROD-1124,SUP-04,2024-02-07,2024-02-28,2024-03-08,206,206,236.21,48659.26,Received,9,0,WH03
PO-2024-02563,PROD-1201,SUP-06,2024-01-14,2024-02-12,2024-02-10,80,80,384.74,30779.2,Received,-2,1,WH01
PO-2024-02564,PROD-1195,SUP-22,2024-05-21,2024-06-25,2024-06-22,109,109,323.26,35235.34,Received,-3,1,WH03
PO-2024-02565,PROD-1049,SUP-19,2025-02-17,2025-03-24,2025-03-24,284,284,333.63,94750.92,Received,0,0,WH01
PO-2025-02566,PROD-1122,SUP-16,2025-07-07,2025-08-06,2025-08-16,255,255,122.6,31263.0,Received,10,0,WH03
PO-2025-02567,PROD-1091,SUP-02,2025-06-02,2025-06-18,2025-06-16,229,229,153.78,35215.62,Received,-2,1,WH01
PO-2026-02568,PROD-1089,SUP-15,2025-03-15,2025-04-23,2025-04-27,159,159,2.26,359.34,Received,4,1,WH03
PO-2026-02569,PROD-1136,SUP-04,2024-12-18,2025-01-16,2025-01-18,296,296,405.13,119918.48,Received,2,1,WH04
PO-2025-02570,PROD-1138,SUP-01,2024-06-30,2024-07-08,2024-07-18,263,263,49.9,13123.699999999999,Received,10,0,WH01
PO-2024-02571,PROD-1172,SUP-15,2025-08-17,2025-08-31,2025-09-05,118,118,143.39,16920.019999999997,Received,5,0,WH04
PO-2026-02572,PROD-1217,SUP-16,2025-06-14,2025-07-16,2025-07-22,155,155,243.67,37768.85,Received,6,0,WH01
PO-2024-02573,PROD-1001,SUP-17,2024-02-08,2024-02-29,2024-03-06,104,104,116.99,12166.96,Received,6,0,WH02
PO-2026-02574,PROD-1191,SUP-08,2025-03-03,2025-03-19,2025-03-18,234,234,244.4,57189.6,Received,-1,1,WH01
PO-2025-02575,PROD-1177,SUP-21,2024-04-07,2024-05-01,2024-05-01,298,298,89.61,26703.78,Received,0,1,WH02
PO-2024-02576,PROD-1201,SUP-06,2024-04-26,2024-05-16,2024-05-19,60,48,384.74,23084.4,Received,3,0,WH04
PO-2024-02577,PROD-1105,SUP-01,2024-04-30,2024-05-14,2024-05-11,198,198,348.76,69054.48,Received,-3,1,WH02
PO-2024-02578,PROD-1059,SUP-18,2024-05-05,2024-05-31,2024-05-28,61,61,22.14,1350.54,Received,-3,1,WH03
PO-2024-02579,PROD-1208,SUP-20,2025-02-13,2025-03-01,2025-03-03,275,275,476.63,131073.25,Received,2,0,WH01
PO-2024-02580,PROD-1153,SUP-04,2024-07-11,2024-08-03,2024-08-01,109,109,498.13,54296.17,Received,-2,1,WH04
PO-2026-02581,PROD-1176,SUP-17,2025-06-13,2025-07-11,2025-07-08,262,262,497.24,130276.88,Received,-3,1,WH04
PO-2026-02582,PROD-1090,SUP-06,2025-12-18,2025-12-29,2025-12-29,148,148,177.58,26281.84,Received,0,1,WH03
PO-2024-02583,PROD-1005,SUP-15,2024-05-29,2024-06-28,2024-07-01,159,159,416.93,66291.87,Received,3,1,WH03
PO-2024-02584,PROD-1054,SUP-01,2025-04-10,2025-05-07,2025-05-10,280,280,485.91,136054.80000000002,Received,3,0,WH03
PO-2024-02585,PROD-1168,SUP-04,2024-05-11,2024-06-18,2024-06-28,248,248,291.18,72212.64,Received,10,0,WH02
PO-2024-02586,PROD-1039,SUP-14,2024-09-05,2024-09-25,2024-09-23,64,64,395.51,25312.64,Received,-2,0,WH04
PO-2026-02587,PROD-1186,SUP-11,2024-01-11,2024-01-18,2024-01-23,214,214,255.39,54653.46,Received,5,0,WH02
PO-2026-02588,PROD-1178,SUP-09,2024-09-08,2024-10-07,2024-10-06,99,99,11.0,1089.0,Received,-1,1,WH02
PO-2025-02589,PROD-1089,SUP-15,2024-02-18,2024-03-18,2024-03-21,246,246,2.26,555.9599999999999,Received,3,0,WH04
PO-2026-02590,PROD-1062,SUP-08,2025-11-21,2025-12-05,2025-12-08,152,152,220.79,33560.08,Received,3,0,WH03
PO-2025-02591,PROD-1009,SUP-18,2025-09-10,2025-09-23,2025-09-21,73,73,378.17,27606.41,Received,-2,0,WH04
PO-2026-02592,PROD-1140,SUP-19,2024-08-17,2024-09-16,2024-09-16,259,259,199.99,51797.41,Received,0,0,WH02
PO-2025-02593,PROD-1044,SUP-14,2024-09-29,2024-11-01,2024-11-03,69,69,425.32,29347.079999999998,Received,2,0,WH01
PO-2026-02594,PROD-1197,SUP-11,2025-02-19,2025-03-12,2025-03-22,133,133,432.36,57503.880000000005,Received,10,1,WH02
PO-2024-02595,PROD-1004,SUP-11,2024-07-27,2024-09-03,2024-08-31,109,109,305.78,33330.02,Received,-3,0,WH03
PO-2025-02596,PROD-1046,SUP-07,2025-10-07,2025-10-25,2025-10-29,99,99,49.51,4901.49,Received,4,1,WH03
PO-2026-02597,PROD-1067,SUP-16,2025-05-30,2025-07-07,2025-07-07,80,80,348.37,27869.6,Received,0,0,WH03
PO-2026-02598,PROD-1069,SUP-13,2025-01-07,2025-01-19,2025-01-20,78,69,303.0,23634.0,Received,1,1,WH04
PO-2026-02599,PROD-1033,SUP-05,2025-02-21,2025-03-11,2025-03-19,146,146,212.85,31076.1,Received,8,0,WH03
PO-2024-02600,PROD-1010,SUP-15,2025-06-20,2025-07-25,2025-08-02,58,58,213.73,12396.34,Received,8,1,WH04
PO-2025-02601,PROD-1087,SUP-14,2025-02-01,2025-03-03,2025-03-02,249,249,137.52,34242.48,Received,-1,0,WH04
PO-2026-02602,PROD-1098,SUP-11,2025-10-24,2025-11-27,2025-12-05,193,193,85.81,16561.33,Received,8,0,WH03
PO-2025-02603,PROD-1089,SUP-15,2024-12-28,2025-01-05,2025-01-12,276,276,2.26,623.76,Received,7,0,WH04
PO-2026-02604,PROD-1200,SUP-11,2026-01-02,2026-01-09,2026-01-12,290,290,286.86,83189.40000000001,Received,3,1,WH01
PO-2025-02605,PROD-1012,SUP-16,2024-11-05,2024-12-15,2024-12-16,173,173,284.71,49254.829999999994,Received,1,0,WH01
PO-2024-02606,PROD-1078,SUP-18,2024-05-12,2024-06-02,2024-05-31,284,284,54.54,15489.36,Received,-2,1,WH02
PO-2026-02607,PROD-1068,SUP-01,2025-10-27,2025-11-28,2025-12-03,113,113,71.39,8067.07,Received,5,0,WH01
PO-2024-02608,PROD-1165,SUP-01,2024-01-09,2024-02-11,2024-02-14,192,192,467.95,89846.4,Received,3,1,WH03
PO-2025-02609,PROD-1122,SUP-16,2024-11-08,2024-12-18,2024-12-26,148,77,122.6,18144.8,Received,8,0,WH03
PO-2026-02610,PROD-1110,SUP-21,2024-02-14,2024-03-07,2024-03-11,117,117,488.35,57136.950000000004,Received,4,1,WH04
PO-2024-02611,PROD-1049,SUP-19,2025-03-19,2025-04-13,2025-04-14,60,60,333.63,20017.8,Received,1,0,WH04
PO-2025-02612,PROD-1067,SUP-16,2024-05-01,2024-05-17,2024-05-22,269,269,348.37,93711.53,Received,5,1,WH03
PO-2025-02613,PROD-1136,SUP-04,2026-01-30,2026-02-11,2026-02-20,191,191,405.13,77379.83,Received,9,1,WH01
PO-2024-02614,PROD-1035,SUP-13,2025-03-14,2025-03-31,2025-04-06,114,114,148.16,16890.239999999998,Received,6,0,WH01
PO-2026-02615,PROD-1099,SUP-13,2024-01-16,2024-02-19,2024-02-23,63,63,110.94,6989.22,Received,4,1,WH04
PO-2026-02616,PROD-1191,SUP-08,2025-07-24,2025-08-15,2025-08-25,176,176,244.4,43014.4,Received,10,0,WH04
PO-2024-02617,PROD-1116,SUP-07,2024-07-23,2024-08-30,2024-09-04,294,294,266.41,78324.54000000001,Received,5,0,WH03
PO-2026-02618,PROD-1197,SUP-11,2025-12-01,2025-12-25,2025-12-23,243,243,432.36,105063.48000000001,Received,-2,0,WH03
PO-2025-02619,PROD-1214,SUP-03,2025-04-04,2025-05-08,2025-05-18,269,269,154.24,41490.560000000005,Received,10,1,WH04
PO-2025-02620,PROD-1036,SUP-05,2024-01-12,2024-01-21,2024-01-29,164,164,9.01,1477.6399999999999,Received,8,0,WH03
PO-2026-02621,PROD-1013,SUP-15,2026-01-30,2026-02-20,2026-02-23,97,97,17.59,1706.23,Received,3,1,WH01
PO-2025-02622,PROD-1011,SUP-06,2025-09-30,2025-10-16,2025-10-15,121,121,105.55,12771.55,Received,-1,1,WH04
PO-2026-02623,PROD-1196,SUP-13,2025-07-13,2025-08-15,2025-08-18,149,149,335.12,49932.88,Received,3,0,WH04
PO-2024-02624,PROD-1161,SUP-03,2025-09-29,2025-11-04,2025-11-14,67,67,428.45,28706.149999999998,Received,10,1,WH02
PO-2026-02625,PROD-1219,SUP-08,2024-03-19,2024-04-17,2024-04-16,144,144,198.56,28592.64,Received,-1,1,WH04
PO-2024-02626,PROD-1095,SUP-07,2024-06-10,2024-06-20,2024-06-26,227,227,346.83,78730.41,Received,6,1,WH01
PO-2025-02627,PROD-1077,SUP-20,2025-12-13,2026-01-14,2026-01-18,185,185,149.23,27607.55,Received,4,0,WH01
PO-2026-02628,PROD-1200,SUP-11,2024-09-21,2024-10-03,2024-10-04,234,234,286.86,67125.24,Received,1,1,WH03
PO-2025-02629,PROD-1118,SUP-20,2024-10-22,2024-11-10,2024-11-13,55,55,277.34,15253.699999999999,Received,3,0,WH03
PO-2024-02630,PROD-1181,SUP-16,2025-03-04,2025-03-09,2025-03-08,187,187,184.5,34501.5,Received,-1,1,WH03
PO-2025-02631,PROD-1139,SUP-10,2024-01-03,2024-02-05,2024-02-02,165,165,470.38,77612.7,Received,-3,1,WH01
PO-2024-02632,PROD-1060,SUP-18,2025-03-12,2025-03-25,2025-03-24,262,262,355.91,93248.42000000001,Received,-1,0,WH03
PO-2025-02633,PROD-1054,SUP-01,2024-10-19,2024-11-14,2024-11-20,284,284,485.91,137998.44,Received,6,0,WH02
PO-2026-02634,PROD-1176,SUP-17,2025-07-12,2025-08-01,2025-08-08,246,246,497.24,122321.04000000001,Received,7,1,WH04
PO-2026-02635,PROD-1168,SUP-04,2024-06-25,2024-07-31,2024-08-03,259,259,291.18,75415.62,Received,3,1,WH04
PO-2025-02636,PROD-1162,SUP-17,2024-08-08,2024-08-19,2024-08-19,213,107,203.45,43334.85,Received,0,0,WH02
PO-2026-02637,PROD-1007,SUP-17,2025-07-20,2025-08-03,2025-08-06,112,112,196.75,22036.0,Received,3,1,WH02
PO-2026-02638,PROD-1020,SUP-21,2025-03-07,2025-04-16,2025-04-22,222,222,286.08,63509.759999999995,Received,6,1,WH01
PO-2024-02639,PROD-1002,SUP-18,2024-06-18,2024-06-25,2024-06-26,219,219,122.03,26724.57,Received,1,0,WH02
PO-2024-02640,PROD-1196,SUP-13,2024-08-11,2024-09-16,2024-09-18,156,156,335.12,52278.72,Received,2,1,WH04
PO-2025-02641,PROD-1208,SUP-20,2024-05-19,2024-05-26,2024-06-02,282,282,476.63,134409.66,Received,7,0,WH03
PO-2024-02642,PROD-1137,SUP-19,2024-09-02,2024-09-08,2024-09-10,282,282,175.64,49530.479999999996,Received,2,1,WH01
PO-2025-02643,PROD-1026,SUP-08,2025-05-14,2025-05-21,2025-05-28,286,286,294.2,84141.2,Received,7,0,WH04
PO-2025-02644,PROD-1091,SUP-02,2025-09-23,2025-09-29,2025-10-08,130,130,153.78,19991.4,Received,9,0,WH01
PO-2025-02645,PROD-1157,SUP-18,2025-01-10,2025-02-18,2025-02-22,132,132,95.98,12669.36,Received,4,1,WH04
PO-2024-02646,PROD-1218,SUP-18,2024-07-31,2024-08-10,2024-08-11,233,233,187.6,43710.799999999996,Received,1,1,WH02
PO-2026-02647,PROD-1088,SUP-05,2025-07-15,2025-08-16,2025-08-19,214,214,324.55,69453.7,Received,3,1,WH01
PO-2024-02648,PROD-1028,SUP-11,2025-08-04,2025-08-25,2025-09-02,277,277,304.3,84291.1,Received,8,0,WH04
PO-2025-02649,PROD-1085,SUP-03,2025-06-09,2025-06-17,2025-06-14,194,194,179.44,34811.36,Received,-3,0,WH03
PO-2024-02650,PROD-1068,SUP-01,2025-12-25,2026-01-04,2026-01-13,116,116,71.39,8281.24,Received,9,0,WH04
PO-2024-02651,PROD-1086,SUP-21,2025-06-16,2025-07-05,2025-07-02,188,188,453.6,85276.8,Received,-3,1,WH03
PO-2026-02652,PROD-1170,SUP-12,2024-05-06,2024-06-07,2024-06-07,66,66,470.19,31032.54,Received,0,0,WH01
PO-2025-02653,PROD-1026,SUP-08,2024-06-06,2024-06-20,2024-06-18,183,183,294.2,53838.6,Received,-2,1,WH04
PO-2026-02654,PROD-1062,SUP-08,2025-12-11,2025-12-31,2026-01-09,57,57,220.79,12585.029999999999,Received,9,1,WH02
PO-2025-02655,PROD-1115,SUP-08,2024-02-14,2024-03-01,2024-03-06,196,196,340.99,66834.04000000001,Received,5,1,WH03
PO-2025-02656,PROD-1021,SUP-08,2025-09-25,2025-10-04,2025-10-07,108,108,261.38,28229.04,Received,3,1,WH01
PO-2025-02657,PROD-1170,SUP-12,2025-04-06,2025-04-22,2025-04-25,163,146,470.19,76640.97,Received,3,1,WH03
PO-2025-02658,PROD-1192,SUP-15,2025-10-16,2025-11-21,2025-11-24,63,63,453.24,28554.12,Received,3,1,WH04
PO-2024-02659,PROD-1183,SUP-14,2025-05-28,2025-06-02,2025-06-10,285,285,361.03,102893.54999999999,Received,8,0,WH01
PO-2024-02660,PROD-1126,SUP-07,2025-05-10,2025-05-25,2025-05-22,100,100,200.61,20061.0,Received,-3,0,WH01
PO-2026-02661,PROD-1035,SUP-13,2024-09-06,2024-10-08,2024-10-06,139,139,148.16,20594.239999999998,Received,-2,0,WH01
PO-2026-02662,PROD-1151,SUP-22,2025-09-13,2025-10-13,2025-10-23,272,272,259.28,70524.15999999999,Received,10,0,WH03
PO-2026-02663,PROD-1182,SUP-15,2025-08-16,2025-09-15,2025-09-16,299,299,372.6,111407.40000000001,Received,1,0,WH01
PO-2024-02664,PROD-1066,SUP-14,2025-04-15,2025-05-17,2025-05-17,136,119,282.51,38421.36,Received,0,1,WH04
PO-2024-02665,PROD-1030,SUP-18,2025-12-04,2025-12-21,2025-12-30,208,149,149.54,31104.32,Received,9,1,WH01
PO-2026-02666,PROD-1095,SUP-07,2024-08-31,2024-10-05,2024-10-04,133,133,346.83,46128.39,Received,-1,1,WH04
PO-2024-02667,PROD-1151,SUP-22,2025-05-28,2025-06-03,2025-05-31,269,269,259.28,69746.31999999999,Received,-3,0,WH01
PO-2024-02668,PROD-1167,SUP-16,2025-01-06,2025-01-29,2025-02-06,179,179,335.16,59993.64000000001,Received,8,0,WH03
PO-2026-02669,PROD-1203,SUP-07,2026-01-14,2026-02-11,2026-02-15,95,95,497.29,47242.55,Received,4,1,WH02
PO-2024-02670,PROD-1174,SUP-14,2025-10-23,2025-11-24,2025-11-27,261,261,243.84,63642.24,Received,3,0,WH02
PO-2024-02671,PROD-1186,SUP-11,2024-04-20,2024-05-12,2024-05-12,74,74,255.39,18898.86,Received,0,0,WH01
PO-2026-02672,PROD-1157,SUP-18,2025-11-12,2025-11-19,2025-11-28,144,144,95.98,13821.12,Received,9,1,WH03
PO-2024-02673,PROD-1008,SUP-14,2025-04-10,2025-05-05,2025-05-08,294,294,92.75,27268.5,Received,3,1,WH02
PO-2024-02674,PROD-1008,SUP-14,2024-06-25,2024-07-28,2024-08-03,203,203,92.75,18828.25,Received,6,1,WH04
PO-2024-02675,PROD-1074,SUP-06,2024-05-14,2024-06-07,2024-06-14,240,240,348.0,83520.0,Received,7,1,WH02
PO-2025-02676,PROD-1005,SUP-15,2024-03-01,2024-03-15,2024-03-24,65,65,416.93,27100.45,Received,9,0,WH04
PO-2026-02677,PROD-1155,SUP-02,2024-03-21,2024-03-26,2024-04-04,89,89,280.03,24922.67,Received,9,0,WH02
PO-2025-02678,PROD-1079,SUP-01,2025-01-30,2025-03-04,2025-03-11,255,177,229.35,58484.25,Received,7,0,WH03
PO-2026-02679,PROD-1086,SUP-21,2026-01-13,2026-02-09,2026-02-13,283,283,453.6,128368.8,Received,4,0,WH04
PO-2024-02680,PROD-1203,SUP-07,2025-06-22,2025-07-11,2025-07-12,139,139,497.29,69123.31,Received,1,1,WH02
PO-2026-02681,PROD-1041,SUP-11,2025-07-25,2025-08-09,2025-08-12,288,288,463.3,133430.4,Received,3,0,WH03
PO-2024-02682,PROD-1129,SUP-12,2024-05-13,2024-05-29,2024-05-31,123,123,77.06,9478.380000000001,Received,2,1,WH03
PO-2025-02683,PROD-1210,SUP-18,2024-03-04,2024-04-04,2024-04-07,98,98,277.28,27173.44,Received,3,1,WH03
PO-2024-02684,PROD-1047,SUP-14,2024-02-25,2024-03-15,2024-03-23,266,266,186.67,49654.219999999994,Received,8,0,WH01
PO-2024-02685,PROD-1211,SUP-01,2026-01-29,2026-03-10,2026-03-11,281,281,287.0,80647.0,Received,1,0,WH01
PO-2025-02686,PROD-1005,SUP-15,2024-01-29,2024-02-23,2024-02-29,86,86,416.93,35855.98,Received,6,1,WH03
PO-2024-02687,PROD-1133,SUP-04,2025-09-22,2025-10-30,2025-10-27,169,169,164.33,27771.77,Received,-3,0,WH03
PO-2025-02688,PROD-1064,SUP-08,2024-05-11,2024-06-01,2024-05-30,208,208,448.09,93202.72,Received,-2,0,WH04
PO-2026-02689,PROD-1076,SUP-05,2024-09-19,2024-10-18,2024-10-15,124,124,312.93,38803.32,Received,-3,0,WH02
PO-2026-02690,PROD-1089,SUP-15,2025-03-28,2025-05-05,2025-05-08,146,146,2.26,329.96,Received,3,0,WH02
PO-2025-02691,PROD-1206,SUP-11,2024-07-17,2024-08-03,2024-08-09,263,263,441.98,116240.74,Received,6,0,WH02
PO-2024-02692,PROD-1015,SUP-08,2025-04-13,2025-05-11,2025-05-20,243,243,225.98,54913.14,Received,9,0,WH01
PO-2025-02693,PROD-1026,SUP-08,2025-01-21,2025-02-23,2025-02-22,224,224,294.2,65900.8,Received,-1,1,WH02
PO-2026-02694,PROD-1078,SUP-18,2024-05-15,2024-06-08,2024-06-08,98,98,54.54,5344.92,Received,0,1,WH04
PO-2025-02695,PROD-1013,SUP-15,2025-06-10,2025-06-26,2025-06-30,156,156,17.59,2744.04,Received,4,0,WH03
PO-2024-02696,PROD-1095,SUP-07,2025-12-05,2025-12-21,2025-12-30,164,164,346.83,56880.119999999995,Received,9,0,WH04
PO-2026-02697,PROD-1155,SUP-02,2025-01-07,2025-01-31,2025-02-09,119,119,280.03,33323.57,Received,9,1,WH04
PO-2024-02698,PROD-1028,SUP-11,2024-04-10,2024-05-13,2024-05-15,200,200,304.3,60860.0,Received,2,1,WH01
PO-2025-02699,PROD-1038,SUP-03,2025-04-05,2025-05-02,2025-05-12,258,258,356.25,91912.5,Received,10,1,WH01
PO-2024-02700,PROD-1159,SUP-22,2025-06-10,2025-07-05,2025-07-12,299,299,350.78,104883.21999999999,Received,7,0,WH01
PO-2026-02701,PROD-1165,SUP-01,2024-03-19,2024-04-09,2024-04-11,114,114,467.95,53346.299999999996,Received,2,1,WH04
PO-2025-02702,PROD-1034,SUP-08,2024-02-25,2024-03-11,2024-03-19,112,112,198.65,22248.8,Received,8,1,WH02
PO-2025-02703,PROD-1190,SUP-15,2025-06-15,2025-06-28,2025-06-27,165,165,489.49,80765.85,Received,-1,0,WH01
PO-2025-02704,PROD-1169,SUP-14,2024-06-21,2024-07-25,2024-07-28,192,192,187.4,35980.8,Received,3,0,WH02
PO-2026-02705,PROD-1129,SUP-12,2024-05-09,2024-06-16,2024-06-23,131,131,77.06,10094.86,Received,7,1,WH02
PO-2026-02706,PROD-1057,SUP-13,2025-07-12,2025-07-21,2025-07-19,256,256,119.52,30597.12,Received,-2,0,WH02
PO-2024-02707,PROD-1004,SUP-11,2025-05-10,2025-06-07,2025-06-05,216,216,305.78,66048.48,Received,-2,0,WH04
PO-2026-02708,PROD-1146,SUP-19,2026-01-20,2026-01-27,2026-01-30,262,262,271.64,71169.68,Received,3,1,WH04
PO-2025-02709,PROD-1061,SUP-20,2025-08-26,2025-09-28,2025-10-01,294,294,57.22,16822.68,Received,3,0,WH04
PO-2025-02710,PROD-1026,SUP-08,2024-01-07,2024-01-31,2024-02-03,109,109,294.2,32067.8,Received,3,0,WH03
PO-2024-02711,PROD-1077,SUP-20,2024-12-04,2024-12-19,2024-12-24,226,226,149.23,33725.979999999996,Received,5,0,WH04
PO-2026-02712,PROD-1069,SUP-13,2025-01-01,2025-01-26,2025-01-27,79,79,303.0,23937.0,Received,1,1,WH03
PO-2026-02713,PROD-1168,SUP-04,2025-12-24,2026-01-15,2026-01-13,298,298,291.18,86771.64,Received,-2,0,WH01
PO-2024-02714,PROD-1071,SUP-22,2025-01-03,2025-01-22,2025-01-29,249,203,103.12,25676.88,Received,7,0,WH04
